ticket_id,customer_id,ticket_date,issue_type,priority,resolution_time_hr,is_resolved,satisfaction_score
12606,12003,2023-03-23,Technical,High,42.9,1,3
12607,6939,2023-10-17,Technical,Medium,35.1,0,3
12608,15609,2023-08-11,Login,Low,31.1,0,4
12609,10860,2024-01-07,Technical,Medium,42.1,0,4
12610,12055,2023-09-22,Technical,High,8.8,0,1
12611,8394,2023-02-19,Payment,Medium,1.2,0,2
12612,1518,2023-09-04,Login,Low,43.6,1,4
12613,43,2023-12-06,Login,Low,38.7,1,1
12614,15808,2023-12-15,Login,High,22.9,0,5
12615,12021,2024-04-17,Content,Medium,8.6,1,5
12616,17124,2023-09-07,Technical,Low,35.3,0,2
12617,15723,2023-09-25,Technical,High,3.3,1,4
12618,2005,2023-01-06,Other,Low,30.5,0,4
12619,7405,2024-05-11,Content,Medium,41.0,1,2
12620,18775,2023-01-28,Payment,Medium,25.2,0,4
12621,14431,2024-05-01,Payment,Medium,22.6,1,1
12622,14581,2024-09-18,Other,Medium,44.0,1,1
12623,2620,2024-01-01,Content,Medium,6.7,1,2
12624,19169,2023-09-11,Payment,High,30.0,0,5
12625,7248,2023-06-16,Content,Low,29.4,1,4
12626,13933,2024-07-26,Payment,High,41.9,0,1
12627,5409,2023-05-14,Content,High,5.9,1,3
12628,12223,2024-01-30,Technical,Medium,30.1,1,5
12629,7522,2024-11-25,Other,Low,4.8,1,4
12630,3073,2024-10-16,Other,Low,37.7,1,1
12631,1914,2024-09-30,Login,High,42.1,0,2
12632,12632,2023-12-25,Technical,High,37.4,0,5
12633,18420,2024-01-07,Login,Low,40.3,1,2
12634,19654,2024-10-30,Technical,Low,24.1,1,1
12635,12913,2024-12-22,Content,Low,37.3,0,4
12636,8943,2024-06-05,Other,Low,20.9,0,4
12637,17626,2023-12-21,Content,Medium,19.1,0,5
12638,9039,2023-11-26,Content,Medium,34.1,0,1
12639,5363,2023-05-02,Other,Medium,43.1,1,4
12640,8944,2024-08-12,Content,Medium,43.1,0,1
12641,18961,2023-11-19,Login,Low,9.4,1,2
12642,16306,2024-04-23,Content,Medium,29.6,1,1
12643,5292,2023-08-14,Payment,Low,17.6,1,4
12644,14868,2024-10-14,Content,Medium,12.8,0,3
12645,4975,2024-10-10,Other,High,32.7,1,2
12646,14068,2023-10-24,Technical,Medium,17.3,0,3
12647,11685,2024-12-12,Technical,High,40.6,1,1
12648,11912,2023-06-23,Other,Low,42.1,0,5
12649,4344,2023-12-06,Payment,High,29.0,1,2
12650,3726,2023-04-01,Other,Low,24.9,0,4
12651,15659,2024-03-21,Technical,Medium,35.1,1,3
12652,4615,2023-11-07,Content,Low,10.2,0,5
12653,5917,2024-07-23,Technical,High,26.1,1,3
12654,6271,2023-12-27,Other,Low,25.1,1,2
12655,5105,2023-11-04,Technical,High,41.3,1,1
12656,2912,2023-09-05,Other,Medium,33.1,1,1
12657,5439,2023-02-14,Other,Medium,21.3,1,2
12658,1052,2024-12-10,Content,Medium,23.5,0,1
12659,2499,2024-06-26,Other,Medium,30.4,1,5
12660,890,2023-04-18,Login,Low,43.0,1,5
12661,9767,2024-05-27,Payment,High,35.3,0,3
12662,779,2024-05-08,Other,Low,7.0,1,5
12663,1401,2023-12-28,Other,Medium,38.3,0,4
12664,12872,2024-02-09,Payment,Low,17.8,0,1
12665,14722,2023-12-13,Content,Medium,47.2,1,2
12666,6205,2023-10-04,Login,Low,20.3,0,1
12667,17197,2024-06-06,Content,Low,32.0,0,3
12668,10834,2024-12-03,Content,Low,39.4,1,2
12669,5750,2024-07-28,Other,Low,32.7,0,4
12670,16273,2023-08-17,Login,Medium,31.2,1,2
12671,15229,2023-01-01,Technical,Low,4.6,0,2
12672,15430,2023-06-02,Content,Medium,7.7,1,5
12673,3247,2024-07-13,Login,Low,18.2,1,3
12674,18136,2023-11-03,Login,Medium,13.1,1,3
12675,8990,2024-04-21,Content,Medium,41.3,0,4
12676,8084,2023-12-02,Content,Medium,35.9,0,4
12677,8465,2023-02-12,Content,Low,4.0,1,1
12678,1568,2024-06-10,Payment,High,21.5,0,4
12679,8130,2023-03-03,Content,Low,28.0,1,1
12680,467,2023-12-13,Payment,Low,4.7,0,4
12681,17117,2024-05-04,Content,Low,28.1,0,1
12682,10812,2023-06-16,Content,Low,47.3,1,2
12683,14363,2024-10-14,Content,Medium,9.3,0,5
12684,14132,2024-07-28,Technical,Medium,4.9,0,1
12685,12664,2023-03-20,Payment,Low,15.7,0,2
12686,3313,2023-02-13,Other,Medium,24.7,1,4
12687,19947,2023-12-03,Technical,High,43.2,0,5
12688,17639,2024-07-02,Other,Medium,30.8,1,1
12689,3478,2023-11-27,Payment,Low,17.3,1,5
12690,17197,2023-02-12,Login,Low,26.2,0,1
12691,9487,2024-04-13,Other,Medium,27.6,1,3
12692,16535,2024-08-04,Technical,Low,6.3,0,3
12693,7513,2023-09-04,Payment,High,29.6,1,5
12694,777,2023-12-16,Content,Low,42.8,1,1
12695,10858,2024-06-11,Login,Low,23.8,1,4
12696,9478,2023-06-25,Payment,Medium,16.4,0,2
12697,205,2024-08-01,Login,High,34.7,0,5
12698,9359,2023-01-01,Payment,High,8.3,1,4
12699,2870,2024-12-22,Payment,Medium,6.2,0,3
12700,13255,2024-07-31,Login,High,42.9,0,2
12701,9875,2024-06-18,Other,Low,28.3,1,4
12702,1584,2024-07-23,Technical,High,42.5,0,1
12703,8668,2024-05-30,Content,High,23.4,0,5
12704,15818,2024-04-23,Payment,Medium,23.2,0,1
12705,4179,2023-08-27,Content,Medium,21.5,0,4
12706,6036,2024-01-22,Login,Low,3.1,0,1
12707,15741,2023-06-08,Other,High,32.1,0,4
12708,3234,2024-12-20,Login,Medium,24.6,1,1
12709,5909,2023-03-12,Login,Low,7.5,1,1
12710,7408,2024-09-22,Login,High,43.7,1,5
12711,4579,2023-02-02,Payment,High,31.7,1,4
12712,6366,2023-12-18,Login,High,38.5,1,3
12713,5917,2023-01-10,Technical,Medium,22.0,0,3
12714,4775,2024-04-12,Login,Low,16.9,0,3
12715,6791,2023-02-08,Content,Low,22.0,0,4
12716,11312,2024-10-20,Payment,Low,22.7,0,1
12717,6866,2023-10-10,Login,Medium,28.8,1,5
12718,13088,2024-08-10,Technical,Low,48.0,0,3
12719,19270,2024-01-30,Login,Medium,42.1,0,2
12720,13174,2023-07-19,Other,High,5.8,1,4
12721,14756,2024-11-30,Other,Medium,2.4,1,1
12722,1715,2023-07-18,Login,Medium,46.3,1,5
12723,5415,2023-02-23,Content,High,42.1,1,4
12724,18100,2024-06-14,Payment,Low,38.1,0,2
12725,431,2023-04-07,Login,Medium,16.0,1,4
12726,18435,2024-09-07,Login,High,29.9,1,5
12727,2893,2024-10-26,Other,Medium,22.7,0,3
12728,15630,2024-10-28,Payment,Medium,1.7,0,3
12729,16909,2023-04-13,Content,Low,17.5,0,5
12730,14506,2023-04-23,Login,Low,14.4,0,2
12731,18904,2024-12-03,Content,High,20.2,1,4
12732,3953,2023-07-17,Other,High,4.3,1,4
12733,2144,2023-01-19,Other,High,20.5,0,2
12734,13046,2024-03-12,Content,High,19.5,1,5
12735,7563,2024-09-21,Content,Medium,28.4,0,4
12736,12673,2023-10-16,Payment,Medium,16.4,0,3
12737,9721,2023-11-27,Other,Low,13.4,1,1
12738,11393,2023-12-24,Other,Low,29.2,0,3
12739,12821,2024-10-29,Technical,Medium,22.0,1,5
12740,8362,2023-05-28,Payment,High,43.5,1,4
12741,5512,2023-11-07,Payment,High,35.3,1,5
12742,17348,2024-01-11,Other,High,4.8,1,3
12743,9138,2024-03-10,Technical,Low,10.2,1,2
12744,6649,2023-07-30,Technical,High,19.2,0,3
12745,13832,2023-04-25,Login,Low,47.5,1,3
12746,8492,2024-01-13,Technical,High,13.8,0,5
12747,11421,2024-06-26,Technical,Low,14.5,0,1
12748,6157,2023-04-13,Technical,High,36.6,0,2
12749,5869,2024-10-07,Content,High,43.2,1,5
12750,10257,2024-04-07,Other,Medium,27.1,1,2
12751,5667,2023-05-26,Technical,High,20.3,1,2
12752,3232,2023-05-03,Technical,Low,41.8,0,2
12753,1703,2023-08-06,Technical,Low,10.8,1,3
12754,134,2024-03-21,Technical,High,6.3,1,4
12755,5215,2023-04-06,Payment,High,38.6,1,5
12756,16204,2024-02-06,Other,Low,38.4,1,5
12757,19974,2024-12-18,Other,Medium,20.3,1,5
12758,10888,2023-11-06,Technical,Medium,2.0,0,2
12759,19806,2023-05-10,Technical,Medium,29.0,0,1
12760,14268,2023-12-12,Login,Medium,13.8,0,1
12761,11120,2024-09-22,Other,High,8.6,1,5
12762,7583,2024-04-29,Payment,High,16.2,1,3
12763,2836,2023-10-05,Content,High,41.0,1,2
12764,8284,2024-03-11,Other,Medium,46.4,0,3
12765,15566,2024-10-27,Technical,Low,12.1,0,3
12766,16321,2023-07-10,Technical,High,30.1,1,1
12767,12700,2024-11-15,Technical,High,9.5,0,5
12768,2311,2023-08-15,Login,Low,27.1,0,3
12769,9888,2023-08-08,Content,High,25.9,1,3
12770,19455,2023-04-16,Technical,Medium,40.5,0,2
12771,19443,2024-03-10,Technical,Low,10.6,0,2
12772,15166,2024-11-19,Other,Low,26.0,1,2
12773,14410,2023-06-18,Login,Low,25.3,0,2
12774,9226,2024-09-16,Login,High,32.0,1,1
12775,13440,2024-07-11,Other,High,11.5,1,3
12776,5640,2023-08-11,Login,High,11.0,1,2
12777,4353,2024-01-21,Content,Low,13.3,0,2
12778,11496,2024-07-17,Technical,Low,42.6,0,3
12779,16233,2023-11-09,Technical,High,20.7,0,3
12780,8040,2024-02-07,Login,Low,20.6,1,4
12781,2729,2023-08-10,Other,Medium,45.8,1,4
12782,6967,2023-10-23,Payment,High,25.7,1,4
12783,12334,2024-04-13,Other,Low,34.2,0,2
12784,3752,2024-11-15,Content,High,28.6,1,5
12785,15399,2023-05-29,Content,High,27.3,0,5
12786,289,2023-05-13,Content,High,1.7,1,4
12787,14608,2023-01-27,Other,Low,22.4,1,3
12788,5058,2023-05-30,Technical,Low,3.0,0,1
12789,16561,2023-12-05,Technical,High,38.4,1,1
12790,13545,2023-10-09,Other,Low,38.1,0,2
12791,13467,2024-09-24,Login,Medium,43.2,1,2
12792,14979,2023-05-22,Content,High,23.6,0,4
12793,10142,2024-10-06,Content,Medium,21.7,1,4
12794,6905,2023-02-04,Payment,Low,33.5,1,4
12795,17099,2023-12-11,Login,Medium,43.6,1,1
12796,5117,2024-02-08,Payment,Low,26.4,1,2
12797,1357,2023-04-19,Other,Low,24.3,0,3
12798,7713,2024-08-31,Payment,High,37.9,1,4
12799,775,2023-06-08,Technical,High,9.8,0,5
12800,2884,2023-08-08,Payment,Medium,26.2,1,3
12801,489,2023-03-01,Other,High,40.8,1,1
12802,11202,2024-11-23,Technical,Low,45.6,0,3
12803,4480,2023-12-26,Content,Low,26.5,0,5
12804,6712,2023-11-24,Other,Medium,32.7,0,3
12805,14627,2024-10-26,Content,High,27.2,1,2
12806,15547,2024-12-22,Login,Medium,18.6,1,2
12807,6869,2023-01-12,Other,High,46.3,1,4
12808,7386,2023-03-20,Login,Low,37.9,0,3
12809,324,2024-04-21,Technical,High,40.7,1,4
12810,10481,2023-06-27,Other,High,22.2,1,3
12811,3218,2023-11-04,Other,Medium,42.3,0,1
12812,6907,2023-07-26,Content,Medium,19.3,0,1
12813,12900,2024-09-23,Login,High,35.4,1,3
12814,118,2023-09-03,Payment,Medium,14.5,0,3
12815,1922,2024-07-25,Technical,Medium,3.2,0,3
12816,6050,2023-01-01,Content,High,20.0,1,3
12817,19862,2023-09-05,Login,Low,42.0,0,4
12818,18780,2024-08-16,Payment,Medium,23.9,0,1
12819,5691,2024-08-04,Technical,High,7.8,1,3
12820,6878,2023-01-08,Other,Low,13.0,0,5
12821,8965,2023-04-29,Content,Medium,28.7,1,1
12822,10530,2024-12-29,Content,Low,39.8,1,5
12823,11564,2023-08-03,Content,Low,39.2,0,3
12824,17453,2023-03-28,Content,Low,28.5,1,2
12825,9900,2023-06-04,Login,Low,26.8,1,5
12826,88,2023-09-11,Other,Low,30.1,1,2
12827,2491,2023-12-02,Technical,Medium,15.4,0,1
12828,17615,2024-01-16,Content,Medium,2.3,0,2
12829,11594,2023-12-06,Payment,High,24.0,1,1
12830,7824,2024-02-11,Login,Low,36.3,1,1
12831,13116,2023-10-18,Technical,Medium,12.7,0,5
12832,11943,2023-10-09,Other,Low,18.4,0,2
12833,6456,2023-02-02,Content,Medium,31.6,1,1
12834,991,2024-03-20,Content,High,27.1,0,1
12835,18620,2023-10-14,Other,High,47.1,0,3
12836,9343,2024-04-01,Technical,Low,27.3,1,2
12837,13912,2024-10-29,Other,High,11.6,0,5
12838,8293,2023-05-20,Payment,Medium,43.5,1,2
12839,5789,2023-01-05,Technical,Low,11.1,0,2
12840,13761,2023-08-17,Other,Medium,7.6,0,1
12841,2853,2023-09-30,Technical,Low,1.9,0,2
12842,2292,2023-07-08,Content,Low,10.2,0,1
12843,12884,2023-11-08,Technical,Low,10.5,1,5
12844,14580,2024-05-17,Other,Medium,37.1,1,5
12845,19152,2024-11-28,Content,Low,14.2,0,2
12846,15527,2023-07-17,Login,High,2.4,0,4
12847,16671,2023-08-05,Payment,Medium,43.5,1,2
12848,8989,2023-03-30,Other,Medium,16.6,1,5
12849,15382,2024-06-13,Technical,Low,7.9,0,5
12850,17310,2024-09-03,Login,Medium,25.1,0,3
12851,11515,2023-04-24,Payment,Low,30.8,0,4
12852,19636,2024-07-06,Login,Medium,47.3,1,3
12853,16378,2023-02-09,Technical,Medium,30.5,0,1
12854,7425,2024-02-20,Payment,High,11.9,1,2
12855,464,2024-12-11,Technical,Medium,32.0,1,5
12856,14294,2023-10-10,Payment,Medium,3.8,0,4
12857,9605,2024-06-18,Technical,High,5.6,0,1
12858,4786,2023-12-10,Login,Medium,22.1,0,3
12859,18366,2023-06-20,Content,High,12.9,1,3
12860,3018,2024-05-26,Login,Medium,18.9,0,1
12861,5492,2023-09-22,Other,Low,6.2,0,5
12862,64,2024-08-05,Content,High,37.0,0,5
12863,2495,2024-06-16,Technical,High,33.1,1,2
12864,16983,2023-06-15,Technical,Low,32.6,1,1
12865,5701,2024-04-07,Payment,High,12.7,1,3
12866,19324,2023-08-07,Payment,Low,1.6,1,5
12867,15907,2024-04-16,Other,Medium,14.2,1,3
12868,18413,2024-11-10,Login,Medium,9.7,1,5
12869,16058,2024-03-15,Content,Medium,8.1,1,2
12870,3806,2024-01-03,Login,Low,16.4,0,2
12871,4813,2024-10-08,Technical,Low,27.4,0,2
12872,1890,2024-05-07,Content,High,34.5,0,5
12873,2300,2024-06-29,Technical,Low,31.4,1,3
12874,2325,2024-02-29,Login,High,4.2,0,1
12875,16453,2024-02-20,Login,High,4.3,0,4
12876,13814,2024-04-05,Payment,Low,14.5,0,1
12877,7147,2024-10-21,Login,Medium,39.5,0,5
12878,6417,2023-09-14,Payment,High,3.4,0,5
12879,16224,2023-01-02,Payment,High,28.1,0,3
12880,11831,2023-11-03,Other,Low,46.2,0,2
12881,11909,2024-02-01,Payment,Medium,30.5,0,4
12882,5916,2023-03-05,Payment,Medium,3.4,1,1
12883,18314,2024-09-09,Login,Low,5.5,1,5
12884,1170,2024-04-03,Login,Medium,6.1,1,5
12885,6372,2023-04-03,Technical,Low,14.9,0,3
12886,8968,2023-08-22,Technical,High,26.2,0,5
12887,4644,2023-06-24,Login,High,28.2,0,1
12888,16496,2023-06-04,Other,Low,44.9,1,3
12889,17659,2024-06-14,Login,Medium,41.4,0,2
12890,4850,2023-09-11,Payment,High,29.3,1,4
12891,8644,2024-06-15,Technical,Low,43.2,0,5
12892,18984,2024-08-13,Payment,Medium,5.5,1,2
12893,12440,2023-02-12,Other,High,37.2,0,5
12894,18692,2024-08-16,Other,Low,35.8,0,5
12895,10109,2023-05-17,Other,High,33.5,1,5
12896,8904,2023-12-20,Content,Medium,33.5,0,4
12897,14836,2023-04-17,Payment,High,16.1,0,2
12898,18801,2023-02-16,Technical,High,44.9,1,2
12899,6743,2023-12-05,Content,Low,34.9,1,5
12900,5603,2023-11-18,Technical,Medium,37.7,1,4
12901,9002,2024-03-24,Other,Medium,21.0,0,3
12902,17293,2023-03-20,Login,High,20.5,1,4
12903,19135,2024-01-11,Other,High,36.9,1,4
12904,16480,2023-09-04,Login,Medium,3.2,0,1
12905,12917,2023-08-22,Content,High,33.3,0,1
12906,7109,2024-03-02,Other,Medium,5.5,0,1
12907,19997,2024-11-15,Content,Medium,3.8,0,1
12908,8620,2023-12-14,Technical,High,1.1,1,5
12909,6908,2023-12-15,Login,Low,5.7,0,5
12910,11143,2023-08-01,Login,Low,41.5,0,5
12911,924,2023-04-10,Other,Medium,41.7,0,1
12912,476,2024-12-12,Login,High,29.6,0,5
12913,445,2023-07-22,Technical,High,34.1,0,3
12914,13783,2023-05-01,Other,Medium,44.2,1,2
12915,19368,2023-11-21,Content,High,13.6,0,2
12916,18908,2023-02-25,Other,Low,18.4,1,4
12917,7458,2024-08-01,Payment,Low,19.1,0,4
12918,13980,2023-08-04,Content,Low,39.5,0,1
12919,15453,2024-10-14,Content,High,36.0,0,1
12920,4666,2024-02-22,Login,Medium,5.4,0,3
12921,1383,2023-12-10,Technical,Low,37.4,1,4
12922,18842,2024-11-07,Login,Low,7.8,1,5
12923,3613,2023-12-30,Other,Low,27.8,0,5
12924,2221,2023-06-21,Payment,Medium,26.0,0,2
12925,13124,2023-06-01,Other,Low,15.2,0,1
12926,14507,2023-06-30,Technical,High,5.8,0,5
12927,12824,2024-02-05,Other,High,21.3,1,3
12928,15977,2024-08-19,Other,High,2.6,1,1
12929,2833,2023-05-11,Payment,Low,15.7,1,2
12930,8590,2023-12-23,Technical,High,41.3,0,2
12931,13032,2023-04-28,Content,Low,10.7,1,5
12932,1090,2024-04-14,Login,Low,6.2,0,3
12933,15292,2023-09-04,Content,High,32.7,0,1
12934,16214,2024-09-07,Technical,High,4.1,0,2
12935,13059,2023-08-31,Payment,High,23.8,0,2
12936,9228,2023-06-22,Content,High,41.5,1,4
12937,16340,2024-10-22,Technical,Low,24.8,1,2
12938,15480,2023-06-30,Other,High,19.2,0,1
12939,4029,2024-07-26,Other,Medium,3.4,1,1
12940,9894,2023-06-23,Payment,Low,27.0,1,1
12941,12838,2023-08-05,Login,High,16.6,1,2
12942,18687,2024-01-06,Content,Low,3.6,1,1
12943,11360,2023-03-17,Technical,Medium,25.8,0,4
12944,8946,2023-02-02,Content,Medium,6.0,1,5
12945,7947,2023-10-08,Technical,High,43.4,1,1
12946,6466,2023-03-18,Technical,Medium,25.8,1,1
12947,1273,2023-08-17,Login,Medium,8.9,0,3
12948,19690,2023-09-22,Payment,Low,24.0,1,4
12949,15597,2023-09-04,Content,Medium,15.0,0,3
12950,139,2024-11-26,Content,Medium,39.7,1,1
12951,6045,2024-10-09,Content,Medium,8.0,1,3
12952,11125,2024-07-28,Content,High,29.6,1,2
12953,6072,2024-02-10,Technical,High,8.8,0,4
12954,4,2023-04-24,Payment,High,12.9,1,5
12955,18974,2024-06-04,Content,High,33.0,0,2
12956,7258,2023-07-03,Technical,Medium,20.0,0,1
12957,17460,2023-12-23,Technical,High,46.1,1,2
12958,10101,2024-10-27,Login,Medium,4.1,1,2
12959,8355,2024-06-21,Login,Medium,15.0,1,1
12960,15801,2023-02-19,Login,Medium,46.4,0,5
12961,12568,2023-08-15,Technical,High,41.4,0,4
12962,3361,2024-12-03,Other,Low,30.7,0,4
12963,2188,2023-01-13,Other,Medium,11.3,1,3
12964,2832,2023-02-12,Login,Medium,35.2,0,1
12965,8069,2024-06-09,Login,Low,4.0,1,2
12966,18763,2023-11-23,Other,Medium,31.9,1,4
12967,8874,2023-07-31,Payment,Low,45.6,1,1
12968,7598,2023-01-10,Content,Low,16.4,1,5
12969,7249,2023-02-15,Content,High,30.2,0,1
12970,4595,2024-07-12,Content,Medium,16.7,1,2
12971,12334,2024-06-21,Technical,High,22.5,1,1
12972,1266,2024-12-24,Other,Low,17.1,1,1
12973,3408,2023-02-16,Payment,Low,22.7,0,2
12974,6051,2023-07-02,Content,Low,21.6,0,2
12975,7571,2024-11-23,Content,Low,5.1,1,1
12976,311,2024-11-10,Content,Low,28.3,1,5
12977,12886,2024-10-17,Payment,Medium,11.1,0,2
12978,3139,2023-02-26,Payment,Low,40.3,1,3
12979,14049,2024-01-31,Technical,Medium,13.5,1,1
12980,2181,2023-10-31,Payment,Low,17.4,0,3
12981,10746,2023-06-28,Payment,Low,20.3,1,4
12982,4301,2024-05-26,Technical,High,42.4,1,5
12983,10232,2023-11-26,Other,Medium,34.1,1,3
12984,17171,2023-04-30,Content,Medium,5.5,0,4
12985,8072,2023-11-02,Payment,Low,24.4,0,3
12986,11814,2023-05-14,Technical,High,37.6,1,3
12987,7633,2023-09-18,Login,Medium,14.1,1,3
12988,16980,2023-07-08,Technical,Medium,6.9,0,3
12989,4103,2024-09-12,Technical,Medium,20.7,1,3
12990,13179,2023-12-05,Other,Medium,32.7,0,1
12991,13782,2024-03-20,Content,High,5.5,1,3
12992,18717,2024-10-17,Other,Medium,19.4,1,2
12993,3958,2024-02-12,Content,Low,34.0,0,5
12994,2009,2023-06-05,Login,High,46.2,1,3
12995,18365,2023-11-02,Login,High,37.5,0,1
12996,11904,2023-05-24,Login,Low,33.5,1,1
12997,15957,2024-09-16,Technical,High,27.8,1,2
12998,516,2023-06-29,Technical,Low,22.7,1,2
12999,1561,2024-11-23,Technical,High,39.8,1,3
13000,11900,2024-01-18,Login,Medium,10.8,1,4
13001,774,2023-08-23,Payment,High,35.5,1,3
13002,4778,2023-10-24,Payment,Low,44.5,0,4
13003,17218,2023-11-25,Content,Medium,36.3,0,4
13004,1107,2024-04-10,Other,Low,29.6,1,5
13005,15176,2023-04-01,Payment,High,10.0,1,3
13006,4764,2024-04-02,Payment,High,36.1,1,3
13007,6718,2024-06-17,Login,Low,3.8,0,5
13008,19469,2024-10-15,Technical,High,22.1,1,2
13009,2468,2023-05-08,Content,Medium,47.7,1,1
13010,12126,2023-12-11,Payment,High,22.7,0,4
13011,1334,2024-12-04,Technical,Medium,31.2,0,3
13012,10947,2023-10-04,Payment,Medium,19.8,1,2
13013,8282,2024-01-09,Other,Medium,8.3,1,5
13014,17608,2023-05-04,Technical,Low,31.2,0,5
13015,8571,2024-11-11,Login,Medium,45.4,1,4
13016,17571,2023-10-18,Content,Medium,6.4,0,5
13017,10932,2023-04-15,Technical,Low,31.3,1,3
13018,4705,2024-03-17,Technical,Medium,22.9,0,1
13019,13648,2023-03-31,Other,Medium,32.2,0,3
13020,18455,2023-03-26,Other,Low,10.0,1,4
13021,17995,2023-07-19,Login,Low,32.4,1,5
13022,10319,2023-05-06,Other,Medium,8.5,0,2
13023,11414,2023-09-16,Other,Medium,42.5,1,5
13024,1862,2023-11-09,Content,Medium,29.5,1,3
13025,5785,2024-07-07,Content,Medium,24.9,1,4
13026,9664,2024-08-12,Payment,Medium,21.5,0,4
13027,17883,2023-01-31,Content,Medium,28.8,1,1
13028,1489,2023-04-05,Technical,Low,4.0,0,4
13029,8384,2024-08-26,Login,High,43.8,1,5
13030,12910,2023-08-01,Other,Low,16.3,0,1
13031,19284,2024-09-12,Content,Medium,42.8,1,2
13032,5201,2024-09-13,Other,Low,44.1,0,5
13033,16751,2024-06-12,Content,High,4.9,1,1
13034,3653,2023-07-23,Login,High,21.7,0,1
13035,11639,2023-02-02,Payment,Low,38.4,0,1
13036,2096,2023-01-10,Payment,Medium,19.4,1,1
13037,3160,2024-09-25,Payment,High,33.3,1,5
13038,14926,2024-01-14,Other,High,6.3,1,1
13039,18043,2024-11-01,Other,Low,31.2,1,2
13040,18569,2024-03-17,Technical,Medium,29.0,0,2
13041,5220,2024-08-09,Login,Low,23.0,1,4
13042,5934,2023-03-29,Payment,Low,11.9,0,5
13043,11250,2023-07-12,Login,High,46.8,0,3
13044,79,2024-10-01,Login,Low,37.6,1,5
13045,345,2023-02-20,Technical,High,19.2,1,2
13046,4169,2024-06-21,Payment,High,15.1,0,5
13047,3657,2024-08-02,Content,High,21.4,1,1
13048,6783,2023-08-11,Content,Medium,20.7,1,1
13049,4156,2024-08-22,Other,High,43.0,0,2
13050,2064,2023-03-23,Other,Low,8.8,0,4
13051,3736,2024-07-24,Login,High,5.4,1,1
13052,9735,2024-12-09,Login,Low,26.1,0,5
13053,13415,2024-11-14,Other,Medium,10.6,0,4
13054,4750,2024-12-26,Content,Low,1.9,1,3
13055,308,2023-01-31,Login,High,44.2,1,1
13056,7739,2023-10-27,Other,Medium,45.5,1,1
13057,1350,2024-10-06,Other,High,36.5,1,5
13058,8284,2024-03-10,Payment,Medium,12.4,0,1
13059,14226,2024-03-17,Content,High,4.4,1,3
13060,1236,2024-03-29,Payment,Low,17.3,0,4
13061,4632,2023-11-26,Payment,High,10.4,1,4
13062,40,2023-02-14,Technical,Medium,18.4,0,4
13063,18740,2024-07-07,Payment,High,28.4,1,4
13064,14861,2023-03-07,Technical,Low,28.3,0,5
13065,16972,2024-01-12,Content,High,23.1,0,1
13066,761,2024-09-28,Login,Low,41.0,0,4
13067,13540,2023-06-11,Content,Low,14.7,1,1
13068,8735,2023-04-18,Login,Medium,3.5,0,5
13069,13142,2024-07-13,Other,High,30.3,0,2
13070,6680,2024-08-30,Content,High,1.6,1,4
13071,5246,2024-10-04,Content,High,37.8,1,5
13072,17560,2024-10-07,Other,High,10.3,0,4
13073,7786,2024-09-09,Payment,High,30.0,0,5
13074,12335,2024-12-17,Content,Low,44.6,0,4
13075,17846,2023-03-04,Technical,Medium,7.9,1,2
13076,11297,2024-07-24,Other,High,1.3,0,5
13077,10420,2023-01-14,Technical,Low,39.5,1,2
13078,12354,2024-10-07,Content,High,36.2,1,4
13079,7594,2024-07-11,Payment,Medium,46.4,0,5
13080,7099,2023-02-17,Content,High,4.4,0,3
13081,4188,2023-10-17,Other,Medium,7.9,1,4
13082,18395,2023-11-17,Login,Medium,26.4,1,5
13083,19221,2024-12-21,Technical,High,22.4,1,5
13084,5880,2023-09-22,Other,Medium,8.2,1,1
13085,11329,2023-07-04,Payment,High,23.0,1,2
13086,11470,2023-11-14,Technical,High,12.7,1,4
13087,14751,2023-11-09,Other,High,32.4,0,4
13088,14665,2023-12-01,Other,Medium,13.6,1,1
13089,19510,2024-05-10,Payment,High,28.2,0,1
13090,13017,2024-05-02,Content,Medium,44.5,1,2
13091,3809,2023-01-11,Technical,Medium,3.7,1,1
13092,19148,2024-02-11,Content,Low,2.4,1,4
13093,8903,2024-05-29,Login,Low,11.7,1,2
13094,10122,2023-12-17,Payment,Medium,24.1,1,3
13095,1156,2023-07-30,Content,High,5.4,0,2
13096,9692,2024-03-18,Payment,High,47.5,1,5
13097,15373,2024-08-02,Login,Medium,38.4,1,1
13098,11626,2023-10-08,Technical,High,44.9,0,2
13099,11231,2024-08-04,Technical,Low,14.3,1,4
13100,428,2023-11-10,Content,Medium,3.7,1,3
13101,2942,2023-08-23,Technical,Low,4.4,1,5
13102,9128,2023-11-08,Payment,Low,31.6,1,4
13103,19985,2024-03-24,Payment,Low,16.6,1,2
13104,18158,2023-11-01,Payment,Medium,12.8,0,2
13105,3681,2023-02-09,Payment,Medium,11.1,1,4
13106,11240,2023-07-03,Payment,Low,7.8,1,1
13107,7397,2023-02-02,Technical,Medium,18.5,0,1
13108,9482,2024-09-26,Payment,High,41.3,1,3
13109,2299,2024-12-26,Technical,Medium,9.0,0,3
13110,17735,2024-12-08,Other,Medium,19.4,1,1
13111,7227,2024-05-18,Technical,Low,32.8,0,3
13112,5963,2024-04-07,Technical,High,21.8,0,1
13113,6100,2023-11-27,Login,Low,23.9,1,1
13114,11513,2023-11-13,Login,High,10.1,1,5
13115,5776,2024-01-14,Login,High,24.0,1,3
